epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,9222.94,0.85502,0.44917,0.94315,0.87344,0.85125,0.90121,0.622,1.20318,0.59751,1.15835,0.000346736,0.000346736,0.000346736
162,9280.17,0.86283,0.45528,0.94874,0.88182,0.86165,0.90396,0.61995,1.22099,0.60456,1.16373,0.000338484,0.000338484,0.000338484
163,9337.4,0.86239,0.45335,0.96024,0.88463,0.84701,0.90315,0.61899,1.21228,0.60361,1.16381,0.000330233,0.000330233,0.000330233
164,9394.68,0.86052,0.45131,0.93479,0.87096,0.84807,0.90374,0.62469,1.21638,0.60864,1.16631,0.000321981,0.000321981,0.000321981
165,9451.94,0.84789,0.44382,0.93875,0.88241,0.8541,0.89975,0.6132,1.24534,0.61544,1.1751,0.000313729,0.000313729,0.000313729
166,9509.12,0.84239,0.44674,0.94541,0.88176,0.85496,0.90361,0.62829,1.19849,0.59809,1.15639,0.000305478,0.000305478,0.000305478
167,9566.33,0.84747,0.44941,0.95527,0.88404,0.8565,0.90406,0.62244,1.20419,0.59819,1.16476,0.000297226,0.000297226,0.000297226
168,9623.49,0.83776,0.44552,0.95274,0.8949,0.85125,0.90462,0.62111,1.217,0.59237,1.16657,0.000288974,0.000288974,0.000288974
169,9680.75,0.83787,0.44523,0.946,0.89532,0.85117,0.90237,0.61224,1.22321,0.61389,1.17843,0.000280723,0.000280723,0.000280723
170,9737.99,0.8664,0.46105,0.94924,0.89931,0.84415,0.90385,0.62233,1.20284,0.59333,1.16631,0.000272471,0.000272471,0.000272471
171,9795.2,0.84266,0.44542,0.94129,0.8874,0.85544,0.90228,0.61942,1.20691,0.6081,1.16115,0.00026422,0.00026422,0.00026422
172,9852.41,0.84285,0.45145,0.95067,0.88986,0.85596,0.90337,0.62449,1.19171,0.58936,1.16111,0.000255968,0.000255968,0.000255968
173,9909.56,0.83464,0.43445,0.9391,0.86564,0.86257,0.90396,0.6205,1.21098,0.60125,1.16203,0.000247716,0.000247716,0.000247716
174,9966.79,0.83861,0.44019,0.94609,0.89079,0.8381,0.9017,0.62733,1.19967,0.59308,1.1603,0.000239465,0.000239465,0.000239465
175,10024,0.84499,0.44481,0.94767,0.87448,0.86063,0.90469,0.62411,1.19582,0.59396,1.15702,0.000231213,0.000231213,0.000231213
176,10081.2,0.84871,0.44924,0.94377,0.88777,0.83784,0.89792,0.61833,1.20574,0.59816,1.16459,0.000222961,0.000222961,0.000222961
177,10138.4,0.83345,0.45562,0.95127,0.86713,0.86644,0.90119,0.61838,1.19685,0.59262,1.15909,0.00021471,0.00021471,0.00021471
178,10195.6,0.80668,0.42778,0.93368,0.87655,0.85663,0.90329,0.62646,1.19191,0.58463,1.15851,0.000206458,0.000206458,0.000206458
179,10252.8,0.82371,0.43809,0.94186,0.89395,0.84085,0.90269,0.6192,1.19416,0.59193,1.15708,0.000198206,0.000198206,0.000198206
